Rating,Helpfullness,Review Title,Reviewer Name,Review Date,Review Text
9,4 out of 7 found this helpful,Lockdow Treat ! Tight plot,shuklarachit,18 May 2020,"All in all a very good series . Well written and executed . All characters played the role with such conviction.
Kudos to Jaydev for amazing role.
Only thing I not appreciated is the potrayal of Hindus. It seems that Muslims are always been cast off or humilited. This trend should stop.
Apart from that it's an amazing show to watch."
9,4 out of 7 found this helpful,Hinduphobic?,akarshkumar2003,18 May 2020,"People who are saying this show puts hinduism in bad shade are litreally swarg log people i am a hindu and trust me hindus are these like days
This show is india's best show yet with layered writing great acting and gripping direction plz dont go on its rating and definetly give it a watch"
9,4 out of 7 found this helpful,Amazing!,darpan401,17 May 2020,It's an amazing series. A very well connected story did justice to each and every character. Loved it!
9,4 out of 7 found this helpful,brilliant!,salluM-63774,17 May 2020,"Awesome and engaging storyline! slow pace justified the content! every dot is connected well😊
a must watch!"
10,4 out of 7 found this helpful,Must must watch,nishikantms,17 May 2020,Wat a webserise after a long time. Jaideep ahlawat is superb and amazing... Hv become his biggest fan.
9,4 out of 7 found this helpful,"Great story, Awesome Drama..",rahulchaurasiya,17 May 2020,"Its great to have such a Drama.. i liked it and given 9 but not liked some points... which deducted 1 point..
1. the story tried to show that Mushlims are easily be proven as terrorist.. and tried to prove them innocents.
2. they are showing Hindus are brutal in killing, doing Mob lynching on the name of relegion.
3. CBI is not truthful and its manipulate truth."
9,4 out of 7 found this helpful,Brilliant Webseries,sandeep-bhilare1988,17 May 2020,Highly recommended. Good Story Nicely executed Brilliant Acting treat to watch in lockdown.
9,4 out of 7 found this helpful,Engaging Affair,mani-mishra1304,17 May 2020,"It's a wholesome brilliant project, I generally don't write reviews but here I can see a lot of losers just jumped in and maligning this beautiful craft so thought to write it. Brilliant Acting and superb direction. A little streched but not as much as the earlier hyped series did like Asur, special cops etc. Comparing with Sacred games won't be correct because Sacred Games' first season was more engaging and thrilling but better than Mirzapur and The Family Man."
9,4 out of 7 found this helpful,Strong message,sanskrutiswarup,17 May 2020,Honest and true story related to today cureent circumstances given by director.great execution super acting must watch series for everyone
9,4 out of 7 found this helpful,Organic Entertainment !,pinku_trendy,17 May 2020,"A story well written and very well said, great performances revealing the real India! Every character has its own mini story. It's not an easy task to keep entertaining with a firm grip on reality. Every bit of it was real, no plastic. Smart direction with controlled and precise articulation of every emotion WITHOUT explaining what exactly happened, in the next scene. As a view either I was smart enough to understand the script and director's efforts or the pace it went made me to. And finally the way it ends with that bhajan, no words to explain, kind of worth spending time watching it an awesome feeling of making a good decision. This was the first time I ever listened to this bhajan. and have been listening to it for last 24 hours :)Kudos to the whole team, congratulations!! A commendable job, keep doing it so the Hindi audience does not look for dubbed foreign content.-Sakal hans mein Ram birajey, Ram bina koi dhamaye nahin. -"
9,4 out of 7 found this helpful,Real.. Brutal.. Intriguing,smndas-01527,17 May 2020,"Good show... It can be said that the show is reflective of today's society wherein people's value and principle change at the drop of a pin.
The best thing I found was that after a long list of Indian web series which came out lately.. this show dosent end on a cliffhanger..
For people who love bingewatching...good scripted shows and more content driven stuff... Do give it a try.. It will definitely be counted as one of the best Indian web series .."
8,4 out of 7 found this helpful,Another master piece by Amazon,yogeshnama-91241,17 May 2020,Must watch web series....... amazon give us one more best Indian containt..... little dark..... character development very good..... watch this one time and you love this.now a day amazon provide better Indian containt then Netflix.another master piece by Amazon like mirzapur and the family man
9,8 out of 18 found this helpful,Great,gamebusterz,20 May 2020,"Great show, brilliant story.There's no Hinduphobia as claimed by so many reviews"
1,8 out of 18 found this helpful,full propaganda,shashwat-20928,18 May 2020,Every episode is anti hindu it's totally a left propaganda
1,9 out of 21 found this helpful,Pathetic,nehaupadhyay-26309,20 May 2020,"Terrible show, stupid storyline. Not worth watching."
1,13 out of 34 found this helpful,Completely opposite reality,atulthakker,17 May 2020,Absolute Hinduphobic.Absolutely opposite to reality.Typical Bollywood story / script demonising Hindu religion.
1,16 out of 44 found this helpful,Opportunity wasted or actually utilised for leftist propoganda,peeyush-22014,16 May 2020,"At the very beginning I would like to be very clear that i have been holding myself not to write anything like this but enough is enough.1- Using Hindu symbols for pushing forward the narrative is sick. Eating meat cooked by the Hindu cook (maharaj) in front of Ma Durga and cow was sick.
2- Mob lynching over beef by karsewaks was another twisted version of a sick mind. The Makers have used it to show that Hindus who have had a long court battle for the holy birth place of God Ram are murderers and they lynch every beef eater. Sacred games had shown similar thing.
3- The crass use of Brahmin politician using Gangajal after visiting a dalit family. I mean it looks idiotic.
4- CBI is so so stupid to put the blame on ISI. I mean they really thought they could pull it off. They think viewer are idiot.
5- These filmmakers think they can feed any BS about small towns and people will believe it.Not everything was bad. Best part were-1- Jaideep Ahlawat (Hathi Ram Chaudhary) has killed it again. I hated you in bard of blood. I was worried about you through out praying for your safety. Your pain and desperation was reaching me.
2- Abhishek Banerjee (Hathoda Tyagi) your eyes were sending chills. Superb acting.Enough is enough. Everytime I watch these propoganda content I really feel what a waste of opportunity. So much talent wasted."
1,5 out of 10 found this helpful,worst Show,er-amitsingh07,23 May 2020,"Worst Show, Very Bad Show."
10,5 out of 10 found this helpful,Must watch,abhishekbamania-29138,20 May 2020,"I am thrilled, best series watched till now 10/10 superb acting by everyone."
10,5 out of 10 found this helpful,Confluence of acting with script,anuj-tyagi03,17 May 2020,I have realised for the very first time the interflow of good acting with a sheer script while watching this masterly directed web series. One word review is Transcendent.
10,5 out of 10 found this helpful,Absolutely brilliant show!,kotalwarsangamesh,17 May 2020,"What a brilliant show! Great writing. All performances are more than awesome! The story is crisp and tight. You never get bored in 45 mins long episode! Actors have done a commendable job. It has to be one of the very few indian original, hindi web series that I would recommend a friend! All the topics from politics to psychology have been covered in such a great manner! Nothing but an all 10 for me!"
10,5 out of 10 found this helpful,Jaideep Ahlawat is brilliant in one of the best indian crime series,samarthonline-08875,17 May 2020,"Just amazing, gripping acting by every single actor. A treat to watch"
1,5 out of 10 found this helpful,Anti Hindu storyline- Waste webseries of Prime till date,raviraghava,17 May 2020,"Does Amazon is alao following Netflix path. Does they lack of creative writers and creators. A complete waste of time , you guys are just spreading hatr and hurting the religious sentiment of Hindu. A worst web series released on Amazon Prime, which has some successful series like Family Man, Mirzapur, Hostel Daze and all. If you still believe just following the anti hindu storyline will increase your publicity then you guys are wrong. You guys will soon loose the biggest interest audience of the world. So please choose story wisely and show the truth."
7,5 out of 10 found this helpful,Good story. Good suspense but...,mikhilsaluja,16 May 2020,"OK so everything was great. The pace, the way it's built up, suspense, conspiracy all bang on. Jaideep ahlawat is brilliant.
Now the main motive was to kill tyagi. The police knew where he was, the goons knew where he is, he's already a wanted man for 45 murders, could have been a easy shoot out, then why the hell do create a ekta Kapoor drama around it. Just to kill a contract killer.
Bollywood just can't do with out masala , then actual logic."
3,11 out of 28 found this helpful,lacks the glue,ratedr_ritesh,15 May 2020,One of a kind. though it highly draws inspirations from recent indian cop shows. character arcs were like seen on daily news segments.
10,6 out of 13 found this helpful,Badass!,shayintelenet,20 May 2020,#PaatalLok #PatalLokReview 📛⭐⭐⭐⭐.5This scintillating crime thriller on #AmazonPrime is not Hinduphobic but a bare truth of the Badlands of India. Full marks to @AnushkaSharma for the cajones Terrific written show with perfect performances by #JaideepAhlawat #NeerajKabi
1,6 out of 13 found this helpful,Worst series on prime so far,amrishtiwari,19 May 2020,"Very week story line with illogical ending...No dialogues to main character Tyagi,Tyagi is big actor but he speak hardly 2 lines in 9 episodes.Very -2 disappointed after watching all 9 episodes. I also lost my faith  because 8-9 rating is not justified."
1,6 out of 13 found this helpful,Propaganda,sureshkumaraece,18 May 2020,Propanga movie with full of hindu-phobic mentallity. Many fake news / stories showed as true to suite their agenda
2,6 out of 13 found this helpful,Too much hype but garbage,mithleshrajkazama,17 May 2020,"There is too much hype of the show that the show is masterpiece but totally garbage.If you think to it worth to watch it is only one dialogue is popular . In earth there is three lok darta lok Swarg lok patal lokStory 3 out 10
Direction 6 out 10
Music 9 out of 10 specially Panjabi so.ng"
10,6 out of 13 found this helpful,From camera Nikal to Whatsapp par padha tha is fabulous.,sunilsagar-64710,17 May 2020,"I'm sure this is one of the best web series of the year. A big shout out to each and everyone who is part of this masterpiece, this is the best example of the team work. Thought of watching an episode a day but ended up watching whole series in one go."
9,6 out of 13 found this helpful,Realistic,akjhacipet,16 May 2020,"Whole series looks very much real & story is crafted really well. Well directed and right actors were chosen. I would recommend if someone likes mystery and realistic story of India, where politics triumph and exists in all affairs. Well mix of drama story craziness and romance."
1,8 out of 19 found this helpful,Hindu religion is being shown in Bad light. So much hatred based on lies.,anandvelandy3,18 May 2020,"Showing a Hindu Pandit cooking meat and serving to a guy sitting in front of Hindu Goddess photo and eating Non-veg. Is this artistry ?And the dialogue used there is so puke worthy. Can't even say it here.
It's regarding a mother. Sickest minds.Calling a Nepalese woman as prostitute. This is Racism. Sickness.And showing our Hindu symbols and Pooja as violence.All exaggerations."
10,7 out of 16 found this helpful,Master stroke timing for the series,ethxhu,20 May 2020,Excellent story line! Wouldn't be surprised if it was based on true events... shows how gullible certain audiences are and lack rational to think and make decisions.
1,7 out of 16 found this helpful,NDTV in a series,richie-22-86930,19 May 2020,"Hateful, Hinduphobic and filled with propaganda.What's all been shown on leftist news networkz filled with Hatred and trying to malign people of a particular religious belief.The show tries to glorify terror groups and maligns the armed forces who in real are protectors, shows every killer as someone driven with a religious motive who prays in a particular manner.Trying to show people of a sect as hate filled killers.Imagine the religious roles reversed and the antagonist being of the largest Indian minority, this show and its makers wouldn't have probably been alive by now."
6,7 out of 16 found this helpful,"Watchable, but Leftist Propaganda is unmissable !",captarvindtiwari,18 May 2020,"Most importantly, the series has an underlying current of leftist agenda to misguide young impressionable minds by clever and subtle references of anti-majoritarianism and anti-upper caste sequences willfully inserted at regular intervals. Such references have been put EVEN WITHOUT HAVING ANY CONNECTION WITH THE STORYLINE AT ALL - which makes them absurd and the intentions of the makers nefarious.If viewed without applying any brains and watched SIMPLY AS A PIECE OF ART then following observations emerge -Firstly the name Paatal Lok (which is spelt wrongly given its correct pronunciation) is totally out of context/meaning and has been used just for the sake of using some Hindu mythological term.Secondly, the performances part - Jaydeep Ahlawat & Neeraj Kabi manage to impress, the former much more. Gul Panag fails to get into the shoes of her character. Rest of the characters & performances do not have much scope. Found nothing great in the Character of Tyagi - so many pervert criminals/murderers have been scripted and played that its nothing very different or remarkable.Thirdly the script part - First 6 episodes are good, however rest 3 totally loose their plot by the time the series winds up. Gawky, melodramatic villains and sidekicks are introduced which lack conviction,realism or credibility. The story-line also fumbles significantly, however good editing becomes savior to some extent.Verdict : WATCHABLE (Except for the last 3 episodes which become torturous at times)"
1,7 out of 16 found this helpful,"Great leftist propaganda,showing hindus doing all bad stuff",sushant-31614,18 May 2020,"A nice left leaning story which degrades Hindu community. A good Muslim cop humiliated by fellow Hindus, Hindu militant mob, innocent Muslim framed as terrorists by Hindu Baeurocracy. A nice looking Muslim guy lynched by Hindu mob, a liberal reporter, a dalit guy forced to becoming criminal by upper caste goons, a transgender becoming criminal because of homophobic Hindu society, Perfect story for liberal upper middle class population."
2,7 out of 16 found this helpful,Huge expectation but pathetic,niroseshrestha,17 May 2020,I had huge expectation for this series. Story-line is pathetic itself with no link from beginning to ending. The only good thing has to be the powerful star cast who have nailed each character with brilliant performance.
10,7 out of 16 found this helpful,Propaganda,holaloud,16 May 2020,Propaganda of people who can't win elegant rely on this stuff.
8,7 out of 16 found this helpful,A NARRATIVE OF ANTI HINDU AND ISLAMOPHOBIA,dibyaranjanojha,16 May 2020,"IT HAS SOME GREAT CONTENTS. RATHER A STORY IT IS VERY PRACTICAL . INSPITE OF IT A NARRATIVE SHOWS HINDUS ARE ARROGANT AND MUSLIMS ARE PURE AND GET HARRASSED IN THE COUNTRY. HOW THEQ INDIAN CASTE SYSTEM, MONEY AND POLITICAL POWER WORKS REFLECTS IN THE SAME. CREW MEMBERS HARD WORK IS AT AWESOME LEVEL."
10,3 out of 5 found this helpful,Must watch for everybody,debayan930,25 May 2020,Shows the truth behind our lives. How twisted and evil some people can be. This show definitely did a tremendous job in portraying the evils in our society. Definite recommend.
10,3 out of 5 found this helpful,Don't go by the negative reviews. Amazing show,jaysahay-36765,25 May 2020,"I am shocked to see how quickly people have reacted and called this anti hindu etc.As an IPS officer I want to say don't be fooled, it is hardcore, and gritty. Lest you want to see something escapist such as sacred games, this show is a masterpiece. Just honest and true to how things are."
10,3 out of 5 found this helpful,Brilliant writing,virajssk,22 May 2020,"One of the best written series.. this is a must watch for good story, excellent screenplay and great performances. Do not go with many propoganda reviews who are writing negative about this series with an agenda."
10,3 out of 5 found this helpful,Best realistic show with focus mostly on lower caste and many real issues in India,aliakbarbohra,22 May 2020,Best series in current political scenario in india includes all the main social issues!!!
8,3 out of 5 found this helpful,Jaideep Ahlawat is simply superb,mohitarpit,19 May 2020,"Became fan of Jaideep Ahlawat, kudos to makers to give him lead role he does justice to it..."
9,3 out of 5 found this helpful,Fantastic show,aviyanshaahuja,18 May 2020,"Fabulous show. Seriously, i loved this web series,"
9,3 out of 5 found this helpful,Fantastic show,dipaliahuja,18 May 2020,"Fantastic show. Great Acting, great story. Great work...."
9,3 out of 5 found this helpful,Great show,chhavikaur-39834,18 May 2020,Absolutely Brilliant Show! Well written and shot with an intriguing story line.
9,3 out of 5 found this helpful,Great show,kaurginni-44810,18 May 2020,If you are bored in lockdown then you should check it out. Very great show
9,3 out of 5 found this helpful,Best show,sishu-78780,18 May 2020,Best show ever I felt. Anushka has done a very good job
9,3 out of 5 found this helpful,Jabardast,shahrukh-89841,18 May 2020,India needs this kind of show. What a performance by all of them. Thanks to Prime and Anushka for producing such show.
9,3 out of 5 found this helpful,Great show,as-43865,18 May 2020,It's Amazing show. Superb actors with full of drama.
9,3 out of 5 found this helpful,Nice,billoraniawesome,18 May 2020,"Patal Lok Perfect crime thriller, a show which show originality of system. Power packed acting"
9,3 out of 5 found this helpful,Nice,ritekshaahuja,18 May 2020,Paatal lok is one of the best web series to be released this year. The power packed star cast makes it even more interesting.
9,3 out of 5 found this helpful,Great,rk-13635,18 May 2020,This is the best series I have watched during Quarantine
9,3 out of 5 found this helpful,Great,priyankagill-16379,18 May 2020,Paatal Lok is a best show. Best actors. Great acting.
9,3 out of 5 found this helpful,It lives up to Expectations,sagar-talegaonkar7,18 May 2020,"It's a very well written show. Jaideep Ahlawat and Neeraj Kabi are brilliant. The Direction is also top notch.
Waiting for the next season"
9,3 out of 5 found this helpful,Very interested thriller,neempathak,18 May 2020,Enjoyed the thriller with best performance of Jaideep ..
9,3 out of 5 found this helpful,Loved it!!!!,mukul111707,18 May 2020,India has abundance of good actors. Need to come up with more series like this.
9,3 out of 5 found this helpful,Best thriller,dosanibilal,18 May 2020,Throughly Enjoyed the concept with thrilling draw and keep you hook up till the end .
9,3 out of 5 found this helpful,Suprb Show.,aryankhan-73586,18 May 2020,All the artist did a great job every characters are awesome.
9,3 out of 5 found this helpful,Watta magnificent crime thriller,jdas-34494,18 May 2020,"Patal Lok Perfect crime thriller, a show which show originality of system. Power packed acting, action. Jaideep Ahlawat done 100 justice with Hathiram chowdhary. Neeraj Kabi is excellent in Greedy News reporter"
9,3 out of 5 found this helpful,A very gripping thriller.,insholobh,18 May 2020,A very gripping and Intriguing thriller and Jaideep Ahlawat is very good in officer role.
9,3 out of 5 found this helpful,Amazing,kingsrkinsclub,18 May 2020,One of the finest web show i seen. What a performance by all.
9,3 out of 5 found this helpful,Fantastic act .,aryaa-36137,18 May 2020,"The character of Haathi Ram Choudhari brilliantly played by Jaydeep Ahlawat , holds your attention and you pour your heart for him."
9,3 out of 5 found this helpful,One of the finest series ever made ....,ritiksai-73907,18 May 2020,"Story is really good & different , and the way many preconceptions about religions, and social treatment coz of casteism in India is shown extremely well. A Gritty big plot is divided and well connected to three worlds delicately. Watch it everyone ."
9,3 out of 5 found this helpful,Full of action,sheokandv,18 May 2020,Pataal lok is a crime thrill series that will keep you connected from starting till end
10,3 out of 5 found this helpful,Brilliant piece of work 👌.,nidhijoshi-21311,18 May 2020,It's a story of a middle class Delhi cop who represents the Bhoolok with nothing much to do in his life gets a case of murder attempt on a celebrated TV journalist (Reps the Swarga Lok) by a notorious criminal Hathoda Tyagi (Reps the Pataal lok) moves in a grippy way with extreme twists and Ugly truths.
9,3 out of 5 found this helpful,Amazon hit,sivikas-23612,18 May 2020,One series streaming on Amazon now that's watched all over Pataal Lok
8,3 out of 5 found this helpful,"Jaideep deserves a praise , but bit of letdown on relegion biased view.",kart9881,18 May 2020,"As everyone is telling, there is a strong flavour of anti Hindu after few episodes, which was not needed in the plot.
Other Plot and screenplay is too good and full marks to Jaideep's acting.
As this case is solved, drop this extra motive of religion specific and draw the next season with more content on the fact.
Don't want Jaideep's acting to go in wain as many of this feel is religion biased."
9,3 out of 5 found this helpful,Action Dhamaal,sivikas-18276,18 May 2020,Pataal lok is full of actions throughout all the episodes
9,3 out of 5 found this helpful,Favourite,singhvikas-71331,18 May 2020,Pataal lok is my favourite series so far watch it on amazon now
9,3 out of 5 found this helpful,Thriller with engaging concept,shahrukhkhansrk-63179,18 May 2020,Jaideep Ahlawat is just brilliant and best thriller till ends.
9,3 out of 5 found this helpful,It's thrilling,singhvikas-71331,18 May 2020,Pataal Lok is full of thrill and actions surely a second time watch series
9,3 out of 5 found this helpful,Superb Action,preet-06855,18 May 2020,Pattaal lok is full of action and drama I loved it it's lovely
9,3 out of 5 found this helpful,Super,abdulkalam-18379,18 May 2020,"The new game changing web series, pataallok is drawing positive attention and criticism alike!"
9,3 out of 5 found this helpful,Full of drama,singhvi-15214,18 May 2020,This is such a dramatic series I love to watch it and enjoyed a lot
9,3 out of 5 found this helpful,Superb,aaradhy-80434,18 May 2020,This series series is full of action and drama it will be a big hit
9,3 out of 5 found this helpful,Unpredictable,sheokandv,18 May 2020,This is really an unpredictable series so watch it to know it
9,3 out of 5 found this helpful,Dhamaaka,sivikas-18276,18 May 2020,The b st action series ever I have watched since now
9,3 out of 5 found this helpful,Amazing,sivikas-23612,18 May 2020,This is the best series so far I have ever watched really amazing
9,3 out of 5 found this helpful,Wow series,sivikas-34214,18 May 2020,This series is just a wow incredible action and dhamaal
9,3 out of 5 found this helpful,"Watch it , must hai ye",dhdownager,18 May 2020,Best acting skills by each and every character and great storyteller
9,3 out of 5 found this helpful,Awesome series,singhvikas-71331,18 May 2020,This series is really awesome I like it very much you should also watch it
9,3 out of 5 found this helpful,Perfect thriller,jaanusalman,18 May 2020,Best series came out after long duration.. intriguing storyline and gripping story ..
9,3 out of 5 found this helpful,A good watch,arafulhaque,18 May 2020,"A really good cop drama series, kudos to the people involved.
The best thing about it is the slow buildup of sequences & characters. The makers didn't use sensationalism to engage you, rather then they worked on clever writing to deliver"
9,3 out of 5 found this helpful,Best web series,mahisrivastava,18 May 2020,"Best show,show watchit.i liked every porformance.
must watch"
9,3 out of 5 found this helpful,Great series,sivikas-51397,18 May 2020,A series that will remain in mind for long time for sure
9,3 out of 5 found this helpful,Intriguing thriller,pathansohailkhan-70228,18 May 2020,Direction is at top notch .. performances is just mind blowing.
9,3 out of 5 found this helpful,Best one.,rahulchoudhury-10275,18 May 2020,Best Web series in recent time. Loved everyone performance. Must watch
9,3 out of 5 found this helpful,Good web series .,dbarsha-63324,18 May 2020,"The best Indian Web Series I have watched till date, and probably best realistic Indian story . Well done job by whole cast and crew ."
9,3 out of 5 found this helpful,Engaging thriller,raghunathyada,18 May 2020,Recently asur and now Pataal lok have shown how a crime thriller web series should be made. Engaging script with jaw dropping twists and turns supported by some top notch acting especially ny Jaideep Ahlawat.Definitely recommended
9,3 out of 5 found this helpful,AMAZING WEB,shahrukh-89841,18 May 2020,I am shocked. What a Web series. Everyone done amazing job. Kudos to anushka
9,3 out of 5 found this helpful,Entertaining,jassveer-47691,18 May 2020,Story and direction is very nice.. acting is also gud ..must watch
9,3 out of 5 found this helpful,Must watch,sivikas-23612,18 May 2020,"It's a must watch series ,so watch it or you will regret"
9,3 out of 5 found this helpful,Suprb,kb-31443,18 May 2020,Worth of time .. everyone must watch..full on entertaining
9,3 out of 5 found this helpful,Masterpiece Show,sananajmi,18 May 2020,"This would provide you glimpses of a few average Indian mindsets- theirs weaknesses, triggers and also their strengths."
9,3 out of 5 found this helpful,Superhit Drama,thatwm,18 May 2020,"To unravel such a loaded issue you require different perspectives, history, political and cultural fault lines."
9,3 out of 5 found this helpful,Loved it,rahulshaheen,18 May 2020,This is an awesome web series i ever seen. Kudo to cast ans Anushka sharma. And Netflix team.
9,3 out of 5 found this helpful,Must watch,aashukumar-63120,18 May 2020,This new series is really good every one Must watch ..i really enjoyed it
9,3 out of 5 found this helpful,Fantastic !!!!,shawpari,18 May 2020,Wow ! It's one best series ever made . Just loved it !!!!
9,3 out of 5 found this helpful,Super excited,sumanhire,18 May 2020,He recent tv-series boom has given makers a perfect opportunity to probe deep into the complex core of Indian establishment.
9,3 out of 5 found this helpful,Much needed boost to Indian web series,roychowdhuryaue,18 May 2020,"The best thing is the characters are so detailed to their roots.
One of the bests coming out of Prime video's indian stable."
9,3 out of 5 found this helpful,This thriller will raise the bar of Indian web series,roychowdhuryaue,18 May 2020,"This thriller is so satisfying that requires no 2nd season and ends with a climax that is a bliss to watch.
Character development is so complete.
It shows the darkest side of politics and law and order system and tries to unmask the media.
Well written story, deep focus on characters and chareer best performance by Mr Ahalawat.
The creators of these series have a long way to go."
7,3 out of 5 found this helpful,As usual,sanhitakulkarni,18 May 2020,"Nothing special could not find why???
Just round and round with nothing"
9,3 out of 5 found this helpful,"Mind blowing , amazing..",yudaant,17 May 2020,"What an amazing series, compels you to binge watch it :) . amazing cast.. amazing acting. Indian crime thrillers are making a big impact . Keep it up Amazon Prime.."
9,3 out of 5 found this helpful,Worthy addition to the list of Good Indian Web Series!,dpkbalaji-49942,17 May 2020,"Paatal Lok spares no one,
Right wing (Pretentious moralist), Left wing Hypocrites, Hindu, Muslim, Sikhs any one who is a player in Delhi and UP.
It takes a not so subtle dig at the cesspool that is the new age Indian media houses and mauls the political system working its divide(by cast) and rule policy.Although it doesn't have the depth in conspiracy as Sacred games the drama is benefited by its own style of narration wonderful bgm and aptly sequenced stories to keep you engaging and devour all 9 episodes in 1 go.Jaideep Ahlawat is a star actor and so is neeraj kabi... Hathoda tyagi is undoubtedly the biggest nutcase in rural india - even bigger than definite in wasseypur.Keep em coming - Prime !"
9,3 out of 5 found this helpful,Mind blowing..,rahuldasbabon,17 May 2020,It's awesome... Must watch.. Amazon prime is coming up with great contents.. full of suspense and marvelous acting by everyone.
9,3 out of 5 found this helpful,A fictional story which relates to today's world reality,upwan-gpt111,17 May 2020,"There was a time when movies used to reflect problems in the society, not much anymore. Web series has taken over the responsibility to unfold real, dark and harsh realities.
Superb performance by @Jaiahlawat and Gul Panag."
9,3 out of 5 found this helpful,Remarkable,toadsaggi,17 May 2020,"After long time the perfect suspense, thriller, drama, everything... Means full pack of series... If we see this series then forgot Sacred games or Mirzapur type series... Classic work all of you great 🙂"
9,3 out of 5 found this helpful,A show that connects crime to our very own roots of Ghats and Galis.,Pranzell,17 May 2020,"One of the best Indian rural crime web series out there. Even if you don't like the very genre, do watch it for Jaideep Ahalawat and his exceptional groundbreaking performance. If there was an Indian Emmy, he would be the one to beat Saif Ali Khan or N. Siddique's performance from Sacred Games!The web series takes you the roots of Indian rural gangster connections, rituals, traditions and mythologies that have been beautifully inscribed in each episode. Most like other shows, each episode is a character study but this one goes way into detail and there it stands out a very different show! The direction is spectacular in few scenes (like the one scene where we learn about Cheeni's past and her love for another low-life sweeper friend).Proud of it and the fact it came from our nation."
9,3 out of 5 found this helpful,Very good,avi-42883,17 May 2020,"Good gripping story, good acting, good direction. Overall very entertaining."
9,3 out of 5 found this helpful,A authentic taste of the modern world crime story.,Nish3012,17 May 2020,"We are introduced to the Paatal lok with a heavy voice of inspector Haathiram Choudhary played by Jaideep Ahlawat telling his partner, Imran, a text from mythological text of how the world is divided into 3 world- Swaarg lok (heaven), Dharti lok (earth) and Paatal Lok (netherworld) and how the people from this 3 world are categorized and how one act can trigger a big scandal. He goes on say that he has read this on Whatsapp, implying his doubts in the mythological stories. He is shown as ordinary police officer of the outer Jamuna Paar police station, nobody trusts him to perform an investigative task and he explain as ""Boss think we are good only for setting up blockades"". Jaideep Ahlawat is the anchor point of this story and he has got a chance to prove that he can crack a case and he is not a loser. He is hot headed, sharp, and observant but at the same time could be diverted easily. Gul Paang is shown as Haathiram's wife and she delivers a believable performance as a housewife who understands him but is not given much chance to grow into this role.
On the other hand, Neeraj Kabi with his calm and posed posture portraits a news anchor who finds himself at odds with the owner of the news channel and his wife who has anxiety attacks. We feel sorry to see his state but his stature in anyway gives out that he is a poor guy stuck with his destiny. Instead as the series progress we see his character arc changing as how he can manipulate stories. His wife, Swastika Mukherjee (Played Kabi's partner in movie Detective Byomkesh Bakshi) is not given much space to grow, we see her break and how she reconciles the facts about Sanjeev.
The story starts with an arrest of 4 goons who are on their way to kill a Veteran news anchor, Sanjeev Mehra (Neeraj Kabi) by the DCP of Delhi police and this is handed over to Haathiram as it falls under their jurisdiction. Paatal Lok shows how the system though made of everyone has its internal conflicts. Haathiram is chasing different angles and people as the case progress and trying to make connections with different people but cannot create a link, all he has is the 4 goons arrested and their statement but which leads nowhere even after trying to dig into their past.
Abhishek Banerjee as Hathoda Tyagi from TVF's ""humorously yours"" and ""Stree"" fame, does complete justice to his dark character with minimum dialogues but his expression speaks. His story is shown in stages and how it connects to this plot, a local politics and a leader in hiding who is worshipped by not him but people of the region is revealed by Haathiram as the story progress. Interestingly he is also the casting director of this series and has brilliantly casted all the supporting cast. Vipin Sharma, Manish Chaudhary, Asif Basra and Rajesh Sharma all are casted perfectly in their role and create a great ensemble cast.
Watch this series for the direction, cinematography, and power pack performance by the actors. Director Prosit Roy and cinematographer turned Director Avinash Arun portrays the series with a authentic taste of the metro as well as the village with the untold crimes that happens and how they create a circumstances for people to turn dark. Paatal Lok could be described ass a best story telling series of this year. The story being very simple, but it gets convoluted due to the various people in the system trying to take advantage of the situations. How a story could be molded to gain power, status or just revenge forms the crux of Paatal lok. As it is stated with one line as "" System from outside looks a mess, a garbage but if you look closely, from inside you will see it's a well-oiled machinery where each part knows what is his work and if it causes problem, it is replaced."""
9,3 out of 5 found this helpful,Gripping StoryLine,amansinghcharak,16 May 2020,"Again the wonderful series from Amazon Prime. Like always, making best of the Indian Content. Best and best!"
1,12 out of 32 found this helpful,Very poor depiction,vilasbvrao,17 May 2020,Very op sided and poor depiction of events. Trying to paint the majority community in bad light.
2,12 out of 32 found this helpful,Not as good as expected. Hinduphobic agenda could be avoided,romeldey,16 May 2020,"Other than the leftist propaganda and minority appeasement, other aspects like acting and storytelling is good."
5,35 out of 115 found this helpful,all they did is deviated the short story.,arijitdx,15 May 2020,"This show is a propaganda and carries a weak script along that perticular kid siddhart is annoying as F,
the casting is bad too."
8,9 out of 23 found this helpful,"You need to ""Think"" beyond the alleged propagandas.",mikbanerjee1,20 May 2020,"It's thought provoking, controversial, borderline disturbing in some aspects; still it bounds you with its great narrative and realistic approach. The performances are noteworthy, the characters are well written and managed throughout. The makers certainly decided on the fact of challenging the norm when it comes to content creation and creative liberties. They inserted some courageous yet highly debatable affairs into the melodrama of it. Casteism, religion, power, poltics, true face of modern day journalism, relationships, family, friendships, professional workspace, child abuse. This got it all. I have never seen such a series which handles all the above mentioned issued with ease and never brings down the overall quality of the material. Well acted & well narrated execution that definitely makes you concerned about our current whereabouts. Many people might find it offensive and to be honest they absolutely should, others might find it interesting; well it's their own preference as well. But I would suggest you all to think beyond the petty political affairs and religion specific agendas. Only then you could see the true value of it."
